1,11.4625689369537,12893.3865585246,16706.8620504139,17543.5717129394,1.88649747435359,0.873972530948105,8.70209893165165,738836.443537185
1,11.4625689369526,12893.385747528,16706.8619908497,17543.5717095496,1.8864975192997,0.873972549065879,8.70209886858667,738836.558181106
1,11.4625689369527,12893.385201625,16706.8619606161,17543.5717077034,1.88649755481769,0.873972545483873,8.70209883665077,738836.606461985
1,12.2324860775564,12959.5710278326,16807.9219737956,18211.0048255982,1.9369734260406,2.73835125558639,7.55716139592858,3139434.14823003
1,11.4625689369508,12893.3851387328,16706.8622425702,17543.5717291254,1.88649771125264,0.873972093709963,8.70209913198787,738835.793368182
1,11.4625689369511,12893.3851194536,16706.8622229118,17543.5717251629,1.88649770258483,0.873972121505155,8.70209911286073,738835.843542127
1,11.4625689369526,12893.3851915015,16706.8619664295,17543.5717082279,1.88649755887831,0.873972535383022,8.7020988426909,738836.589223507
1,11.4625689369526,12893.3851668181,16706.8619620779,17543.5717079886,1.88649755889134,0.873972539982379,8.70209883807851,738836.600103914
1,11.4625689369527,12893.3852131762,16706.8619652571,17543.5717080309,1.88649755620167,0.873972539223711,8.70209884152691,738836.593935526
1,11.4625689370803,12893.3959955815,16706.8624999165,17543.5717384553,1.88649682142992,0.873972708035019,8.70209940761496,738835.817048147
1,11.4625689371899,12893.3998237115,16706.8627206108,17543.5717506262,1.88649657709636,0.873972718578646,8.70209964151453,738835.450802655
1,11.4625689369598,12893.3880099823,16706.8621220355,17543.5717171024,1.88649737524569,0.873972554282584,8.70209900743115,738836.340145373
1,11.4625689369524,12893.3853237728,16706.8619892267,17543.5717097813,1.88649755852979,0.87397251174615,8.70209886667605,738836.533021364
1,12.2324860775567,12959.5709541105,16807.9219512195,18211.0048243803,1.93697342132825,2.73835130607778,7.55716135014981,3139434.13821123
1,11.4625689369523,12893.3853913738,16706.8620059018,17543.571710349,1.88649756103306,0.873972491361407,8.70209888455746,738836.48870512
1,11.4625689369526,12893.3851534851,16706.8619507958,17543.5717102817,1.88649755413151,0.873972558428232,8.70209882439244,738836.637639196
1,11.4625689369522,12893.3853419951,16706.8619836058,17543.5717118719,1.8864975538056,0.873972523851247,8.702098859295,738836.555360477
1,12.2324860775564,12959.5710121543,16807.9219627197,18211.0048254673,1.93697342122509,2.73835128277635,7.55716137355416,3139434.14462771
1,11.4625689369527,12893.3851758617,16706.8619599404,17543.57170769,1.88649755689485,0.873972544136993,8.70209883592052,738836.606618886
1,11.4625689369526,12893.3852017883,16706.8619689843,17543.5717081514,1.8864975592685,0.873972532156301,8.70209884552744,738836.582110109
2,11.4625689369519,12893.3853174631,16706.8619708838,17543.5717155381,1.88649754933688,0.873972544393549,8.7020988432211,738836.59910915
2,12.4981812443294,10229.7703362168,14368.6268437806,15467.1966858531,4.18579795171915,1.28096555584989e-08,8.31238327979927,1993618.16840237
2,11.4625689369526,12893.3851877658,16706.8619640168,17543.571708362,1.88649755794408,0.873972539032717,8.70209883997544,738836.596492238
2,12.5348568142809,10475.5224000665,14400.1439715929,15466.6186940547,4.20165367349035,8.86218209927847e-09,8.33320313192701,2167514.16110102
2,12.6659556261821,10951.937373123,14455.1657163645,15466.7863113352,4.22978428684751,2.42058264987577e-07,8.43617109727496,2473164.4400055
2,12.2638730044731,15440.9385325339,18728.4546873708,19685.8052967566,3.73180115463518,0.383929187643563,8.1481426621938,457986.128113908
2,13.7448759835274,10226.9405128697,12372.2328862962,15826.5623495778,6.06998142954895,4.33565716662088e-08,7.674894510621,5634097.96938096
2,12.5036911727625,10278.8310052708,14375.1420551684,15467.2325818874,4.18888655353953,3.21986117768347e-08,8.31480458702301,2029418.02552932
2,13.5394485409877,10420.9587072331,14448.7386852863,16118.5159982661,4.05708821325533,4.17998791135687e-09,9.48236032355134,609806.560409136
2,12.5079073729257,10311.2824112502,14379.3985750059,15467.3923138276,4.1909301291344,1.55363496290306e-07,8.31697708842644,2052848.83060483
2,12.6503519272566,10907.3723498348,14450.2308737581,15466.4079615814,4.22766886693498,1.88873716666649e-08,8.4226830414328,2445379.18780395
2,13.5409747202191,10490.1219461973,14468.1140918443,16119.5130254904,4.03245024890368,7.105427357601e-14,9.50852447131429,641951.678945694
2,11.4625689369526,12893.3851881718,16706.8619688105,17543.5717081967,1.88649756046416,0.873972531177362,8.70209884531069,738836.581742256
2,13.5397316287783,10409.4258702848,14445.4419550389,16118.4132157934,4.06125644239555,1.66311053817481e-09,9.47847518471853,604490.811380335
2,13.7449015602147,10226.9527515685,12372.1673043013,15826.7013856477,6.07009370102601,6.09017334340933e-08,7.67480779828614,5636451.91243699
2,13.7448925659283,10226.9449158493,12372.2436841763,15826.5377954478,6.06997939827193,1.43267779861844e-08,7.67491315332871,5633664.40578572
2,14.2873944461858,10226.5000000098,12338.8919376542,15215.5106927306,6.12711668435943,0.598278585685563,7.56199917614109,4690211.40353969
2,13.7449021602483,10226.9472978113,12372.1462057703,15826.7485024107,6.07010578597466,3.90897575641702e-07,7.6747959833752,5637283.48940669
2,12.2324860775569,12959.5708707342,16807.9219430073,18211.0048240008,1.93697342652508,2.73835131752201,7.55716133350895,3139434.13565558
2,12.5046091221347,10286.3602323182,14376.129504969,15467.1825322728,4.18937060533556,3.00042373169163e-08,8.3152384867936,2034859.38209626
